tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id
1993-503,Wellington CH,Hard,32,C,19930104,1,101601
1993-503,Wellington CH,Hard,32,C,19930104,2,102205
1993-503,Wellington CH,Hard,32,C,19930104,3,101224
1993-503,Wellington CH,Hard,32,C,19930104,4,101593
1993-503,Wellington CH,Hard,32,C,19930104,5,101647
1993-503,Wellington CH,Hard,32,C,19930104,6,102088
1993-503,Wellington CH,Hard,32,C,19930104,7,100770
1993-503,Wellington CH,Hard,32,C,19930104,8,101792
1993-503,Wellington CH,Hard,32,C,19930104,9,101917
1993-503,Wellington CH,Hard,32,C,19930104,10,102158
1993-503,Wellington CH,Hard,32,C,19930104,11,101864
1993-503,Wellington CH,Hard,32,C,19930104,12,102235
1993-503,Wellington CH,Hard,32,C,19930104,13,100997
1993-503,Wellington CH,Hard,32,C,19930104,14,101061
1993-503,Wellington CH,Hard,32,C,19930104,15,101597
1993-503,Wellington CH,Hard,32,C,19930104,16,101312
1993-503,Wellington CH,Hard,32,C,19930104,17,101601
1993-503,Wellington CH,Hard,32,C,19930104,18,101224
1993-503,Wellington CH,Hard,32,C,19930104,19,101647
1993-503,Wellington CH,Hard,32,C,19930104,20,100770
1993-503,Wellington CH,Hard,32,C,19930104,21,102158
1993-503,Wellington CH,Hard,32,C,19930104,22,102235
1993-503,Wellington CH,Hard,32,C,19930104,23,101061
1993-503,Wellington CH,Hard,32,C,19930104,24,101312
1993-503,Wellington CH,Hard,32,C,19930104,25,101601
1993-503,Wellington CH,Hard,32,C,19930104,26,101647
1993-503,Wellington CH,Hard,32,C,19930104,27,102235
1993-503,Wellington CH,Hard,32,C,19930104,28,101061
1993-503,Wellington CH,Hard,32,C,19930104,29,101647
1993-503,Wellington CH,Hard,32,C,19930104,30,102235
1993-503,Wellington CH,Hard,32,C,19930104,31,101647
1993-844,Tenerife CH,Hard,32,C,19930118,1,101332
1993-844,Tenerife CH,Hard,32,C,19930118,2,102133
1993-844,Tenerife CH,Hard,32,C,19930118,3,101179
1993-844,Tenerife CH,Hard,32,C,19930118,4,102029
1993-844,Tenerife CH,Hard,32,C,19930118,5,101945
1993-844,Tenerife CH,Hard,32,C,19930118,6,102035
1993-844,Tenerife CH,Hard,32,C,19930118,7,101317
1993-844,Tenerife CH,Hard,32,C,19930118,8,101719
1993-844,Tenerife CH,Hard,32,C,19930118,9,101681
1993-844,Tenerife CH,Hard,32,C,19930118,10,102419
1993-844,Tenerife CH,Hard,32,C,19930118,11,101383
1993-844,Tenerife CH,Hard,32,C,19930118,12,101066
1993-844,Tenerife CH,Hard,32,C,19930118,13,101561
1993-844,Tenerife CH,Hard,32,C,19930118,14,102104
1993-844,Tenerife CH,Hard,32,C,19930118,15,101876
1993-844,Tenerife CH,Hard,32,C,19930118,16,101460
1993-844,Tenerife CH,Hard,32,C,19930118,17,102133
1993-844,Tenerife CH,Hard,32,C,19930118,18,101179
1993-844,Tenerife CH,Hard,32,C,19930118,19,102035
1993-844,Tenerife CH,Hard,32,C,19930118,20,101317
1993-844,Tenerife CH,Hard,32,C,19930118,21,101681
1993-844,Tenerife CH,Hard,32,C,19930118,22,101383
1993-844,Tenerife CH,Hard,32,C,19930118,23,102104
1993-844,Tenerife CH,Hard,32,C,19930118,24,101460
1993-844,Tenerife CH,Hard,32,C,19930118,25,101179
1993-844,Tenerife CH,Hard,32,C,19930118,26,102035
1993-844,Tenerife CH,Hard,32,C,19930118,27,101383
1993-844,Tenerife CH,Hard,32,C,19930118,28,101460
1993-844,Tenerife CH,Hard,32,C,19930118,29,101179
1993-844,Tenerife CH,Hard,32,C,19930118,30,101460
1993-844,Tenerife CH,Hard,32,C,19930118,31,101460
1993-787,Bangalore CH,Clay,32,C,19930125,1,107922
1993-787,Bangalore CH,Clay,32,C,19930125,2,101367
1993-787,Bangalore CH,Clay,32,C,19930125,3,101760
1993-787,Bangalore CH,Clay,32,C,19930125,4,101365
1993-787,Bangalore CH,Clay,32,C,19930125,5,101680
1993-787,Bangalore CH,Clay,32,C,19930125,6,101682
1993-787,Bangalore CH,Clay,32,C,19930125,7,102247
1993-787,Bangalore CH,Clay,32,C,19930125,8,102084
1993-787,Bangalore CH,Clay,32,C,19930125,9,108479
1993-787,Bangalore CH,Clay,32,C,19930125,10,101550
1993-787,Bangalore CH,Clay,32,C,19930125,11,101515
1993-787,Bangalore CH,Clay,32,C,19930125,12,101389
1993-787,Bangalore CH,Clay,32,C,19930125,13,100794
1993-787,Bangalore CH,Clay,32,C,19930125,14,102233
1993-787,Bangalore CH,Clay,32,C,19930125,15,101367
1993-787,Bangalore CH,Clay,32,C,19930125,16,101365
1993-787,Bangalore CH,Clay,32,C,19930125,17,102247
1993-787,Bangalore CH,Clay,32,C,19930125,18,102084
1993-787,Bangalore CH,Clay,32,C,19930125,19,102133
1993-787,Bangalore CH,Clay,32,C,19930125,20,101389
1993-787,Bangalore CH,Clay,32,C,19930125,21,100794
1993-787,Bangalore CH,Clay,32,C,19930125,22,102233
1993-787,Bangalore CH,Clay,32,C,19930125,23,102247
1993-787,Bangalore CH,Clay,32,C,19930125,24,102133
1993-787,Bangalore CH,Clay,32,C,19930125,25,100794
1993-787,Bangalore CH,Clay,32,C,19930125,26,102247
1993-787,Bangalore CH,Clay,32,C,19930125,27,100794
1993-787,Bangalore CH,Clay,32,C,19930125,28,102247
1993-460,Heilbronn CH,Carpet,32,C,19930125,1,101084
1993-460,Heilbronn CH,Carpet,32,C,19930125,2,101106
1993-460,Heilbronn CH,Carpet,32,C,19930125,3,101274
1993-460,Heilbronn CH,Carpet,32,C,19930125,4,100870
1993-460,Heilbronn CH,Carpet,32,C,19930125,5,102184
1993-460,Heilbronn CH,Carpet,32,C,19930125,6,101441
1993-460,Heilbronn CH,Carpet,32,C,19930125,7,101143
1993-460,Heilbronn CH,Carpet,32,C,19930125,8,101482
1993-460,Heilbronn CH,Carpet,32,C,19930125,9,101806
1993-460,Heilbronn CH,Carpet,32,C,19930125,10,101659
1993-460,Heilbronn CH,Carpet,32,C,19930125,11,101484
1993-460,Heilbronn CH,Carpet,32,C,19930125,12,210013
1993-460,Heilbronn CH,Carpet,32,C,19930125,13,101835
1993-460,Heilbronn CH,Carpet,32,C,19930125,14,101123
1993-460,Heilbronn CH,Carpet,32,C,19930125,15,101750
1993-460,Heilbronn CH,Carpet,32,C,19930125,16,101531
1993-460,Heilbronn CH,Carpet,32,C,19930125,17,101106
1993-460,Heilbronn CH,Carpet,32,C,19930125,18,100870
1993-460,Heilbronn CH,Carpet,32,C,19930125,19,102184
1993-460,Heilbronn CH,Carpet,32,C,19930125,20,101143
1993-460,Heilbronn CH,Carpet,32,C,19930125,21,101806
1993-460,Heilbronn CH,Carpet,32,C,19930125,22,210013
1993-460,Heilbronn CH,Carpet,32,C,19930125,23,101835
1993-460,Heilbronn CH,Carpet,32,C,19930125,24,101750
1993-460,Heilbronn CH,Carpet,32,C,19930125,25,100870
1993-460,Heilbronn CH,Carpet,32,C,19930125,26,102184
1993-460,Heilbronn CH,Carpet,32,C,19930125,27,210013
1993-460,Heilbronn CH,Carpet,32,C,19930125,28,101750
1993-460,Heilbronn CH,Carpet,32,C,19930125,29,102184
1993-460,Heilbronn CH,Carpet,32,C,19930125,30,210013
1993-460,Heilbronn CH,Carpet,32,C,19930125,31,102184
1993-502,Lippstadt CH,Carpet,32,C,19930201,1,101668
1993-502,Lippstadt CH,Carpet,32,C,19930201,2,101459
1993-502,Lippstadt CH,Carpet,32,C,19930201,3,101338
1993-502,Lippstadt CH,Carpet,32,C,19930201,4,102088
1993-502,Lippstadt CH,Carpet,32,C,19930201,5,101750
1993-502,Lippstadt CH,Carpet,32,C,19930201,6,102375
1993-502,Lippstadt CH,Carpet,32,C,19930201,7,102344
1993-502,Lippstadt CH,Carpet,32,C,19930201,8,101123
1993-502,Lippstadt CH,Carpet,32,C,19930201,9,101441
1993-502,Lippstadt CH,Carpet,32,C,19930201,10,102028
1993-502,Lippstadt CH,Carpet,32,C,19930201,11,102233
1993-502,Lippstadt CH,Carpet,32,C,19930201,12,101484
1993-502,Lippstadt CH,Carpet,32,C,19930201,13,101681
1993-502,Lippstadt CH,Carpet,32,C,19930201,14,101407
1993-502,Lippstadt CH,Carpet,32,C,19930201,15,102760
1993-502,Lippstadt CH,Carpet,32,C,19930201,16,101561
1993-502,Lippstadt CH,Carpet,32,C,19930201,17,101459
1993-502,Lippstadt CH,Carpet,32,C,19930201,18,102088
1993-502,Lippstadt CH,Carpet,32,C,19930201,19,101750
1993-502,Lippstadt CH,Carpet,32,C,19930201,20,101123
1993-502,Lippstadt CH,Carpet,32,C,19930201,21,101441
1993-502,Lippstadt CH,Carpet,32,C,19930201,22,101484
1993-502,Lippstadt CH,Carpet,32,C,19930201,23,101407
1993-502,Lippstadt CH,Carpet,32,C,19930201,24,102760
1993-502,Lippstadt CH,Carpet,32,C,19930201,25,102088
1993-502,Lippstadt CH,Carpet,32,C,19930201,26,101123
1993-502,Lippstadt CH,Carpet,32,C,19930201,27,101484
1993-502,Lippstadt CH,Carpet,32,C,19930201,28,101407
1993-502,Lippstadt CH,Carpet,32,C,19930201,29,101123
1993-502,Lippstadt CH,Carpet,32,C,19930201,30,101407
1993-502,Lippstadt CH,Carpet,32,C,19930201,31,101123
1993-846,Punta Del Este CH,Clay,32,C,19930201,1,101725
1993-846,Punta Del Este CH,Clay,32,C,19930201,2,102644
1993-846,Punta Del Este CH,Clay,32,C,19930201,3,101829
1993-846,Punta Del Este CH,Clay,32,C,19930201,4,101861
1993-846,Punta Del Este CH,Clay,32,C,19930201,5,102238
1993-846,Punta Del Este CH,Clay,32,C,19930201,6,102024
1993-846,Punta Del Este CH,Clay,32,C,19930201,7,101451
