tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id
2004-1531,Joplin CH,Hard,32,C,20040209,1,102978
2004-1531,Joplin CH,Hard,32,C,20040209,2,103976
2004-1531,Joplin CH,Hard,32,C,20040209,3,102785
2004-1531,Joplin CH,Hard,32,C,20040209,4,103174
2004-1531,Joplin CH,Hard,32,C,20040209,5,102780
2004-1531,Joplin CH,Hard,32,C,20040209,6,103573
2004-1531,Joplin CH,Hard,32,C,20040209,7,103104
2004-1531,Joplin CH,Hard,32,C,20040209,8,103063
2004-1531,Joplin CH,Hard,32,C,20040209,9,103565
2004-1531,Joplin CH,Hard,32,C,20040209,10,103358
2004-1531,Joplin CH,Hard,32,C,20040209,11,103188
2004-1531,Joplin CH,Hard,32,C,20040209,12,104499
2004-1531,Joplin CH,Hard,32,C,20040209,13,104229
2004-1531,Joplin CH,Hard,32,C,20040209,14,103339
2004-1531,Joplin CH,Hard,32,C,20040209,15,103762
2004-1531,Joplin CH,Hard,32,C,20040209,16,102558
2004-1531,Joplin CH,Hard,32,C,20040209,17,103976
2004-1531,Joplin CH,Hard,32,C,20040209,18,102785
2004-1531,Joplin CH,Hard,32,C,20040209,19,103573
2004-1531,Joplin CH,Hard,32,C,20040209,20,103104
2004-1531,Joplin CH,Hard,32,C,20040209,21,103565
2004-1531,Joplin CH,Hard,32,C,20040209,22,104499
2004-1531,Joplin CH,Hard,32,C,20040209,23,104229
2004-1531,Joplin CH,Hard,32,C,20040209,24,102558
2004-1531,Joplin CH,Hard,32,C,20040209,25,102785
2004-1531,Joplin CH,Hard,32,C,20040209,26,103104
2004-1531,Joplin CH,Hard,32,C,20040209,27,104499
2004-1531,Joplin CH,Hard,32,C,20040209,28,104229
2004-1531,Joplin CH,Hard,32,C,20040209,29,102785
2004-1531,Joplin CH,Hard,32,C,20040209,30,104229
2004-1531,Joplin CH,Hard,32,C,20040209,31,104229
2004-1539,Leon CH,Hard,32,C,20040412,1,103153
2004-1539,Leon CH,Hard,32,C,20040412,2,103821
2004-1539,Leon CH,Hard,32,C,20040412,3,103525
2004-1539,Leon CH,Hard,32,C,20040412,4,102269
2004-1539,Leon CH,Hard,32,C,20040412,5,103201
2004-1539,Leon CH,Hard,32,C,20040412,6,104273
2004-1539,Leon CH,Hard,32,C,20040412,7,102538
2004-1539,Leon CH,Hard,32,C,20040412,8,102730
2004-1539,Leon CH,Hard,32,C,20040412,9,104392
2004-1539,Leon CH,Hard,32,C,20040412,10,103009
2004-1539,Leon CH,Hard,32,C,20040412,11,103761
2004-1539,Leon CH,Hard,32,C,20040412,12,103325
2004-1539,Leon CH,Hard,32,C,20040412,13,103672
2004-1539,Leon CH,Hard,32,C,20040412,14,104499
2004-1539,Leon CH,Hard,32,C,20040412,15,103060
2004-1539,Leon CH,Hard,32,C,20040412,16,104268
2004-1539,Leon CH,Hard,32,C,20040412,17,103821
2004-1539,Leon CH,Hard,32,C,20040412,18,102269
2004-1539,Leon CH,Hard,32,C,20040412,19,104273
2004-1539,Leon CH,Hard,32,C,20040412,20,102730
2004-1539,Leon CH,Hard,32,C,20040412,21,104392
2004-1539,Leon CH,Hard,32,C,20040412,22,103325
2004-1539,Leon CH,Hard,32,C,20040412,23,103672
