tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id
1981-1725,Pepsi Grand Slam,Clay,4,A,19810213,1,100282
1981-1725,Pepsi Grand Slam,Clay,4,A,19810213,2,100581
1981-1725,Pepsi Grand Slam,Clay,4,A,19810213,3,100581
1981-204,Vina del Mar,Clay,32,A,19810126,1,100232
1981-204,Vina del Mar,Clay,32,A,19810126,2,100319
1981-204,Vina del Mar,Clay,32,A,19810126,3,100711
1981-204,Vina del Mar,Clay,32,A,19810126,4,100538
1981-204,Vina del Mar,Clay,32,A,19810126,5,100395
1981-204,Vina del Mar,Clay,32,A,19810126,6,100346
1981-204,Vina del Mar,Clay,32,A,19810126,7,100384
1981-204,Vina del Mar,Clay,32,A,19810126,8,100233
1981-204,Vina del Mar,Clay,32,A,19810126,9,100483
1981-204,Vina del Mar,Clay,32,A,19810126,10,100228
1981-204,Vina del Mar,Clay,32,A,19810126,11,100115
1981-204,Vina del Mar,Clay,32,A,19810126,12,100367
1981-204,Vina del Mar,Clay,32,A,19810126,13,100653
1981-204,Vina del Mar,Clay,32,A,19810126,14,100292
1981-204,Vina del Mar,Clay,32,A,19810126,15,109771
1981-204,Vina del Mar,Clay,32,A,19810126,16,100300
1981-204,Vina del Mar,Clay,32,A,19810126,17,100232
1981-204,Vina del Mar,Clay,32,A,19810126,18,100711
1981-204,Vina del Mar,Clay,32,A,19810126,19,100395
1981-204,Vina del Mar,Clay,32,A,19810126,20,100384
1981-204,Vina del Mar,Clay,32,A,19810126,21,100228
1981-204,Vina del Mar,Clay,32,A,19810126,22,100115
1981-204,Vina del Mar,Clay,32,A,19810126,23,100653
1981-204,Vina del Mar,Clay,32,A,19810126,24,100300
1981-204,Vina del Mar,Clay,32,A,19810126,25,100232
1981-204,Vina del Mar,Clay,32,A,19810126,26,100395
1981-204,Vina del Mar,Clay,32,A,19810126,27,100228
1981-204,Vina del Mar,Clay,32,A,19810126,28,100300
1981-204,Vina del Mar,Clay,32,A,19810126,29,100395
1981-204,Vina del Mar,Clay,32,A,19810126,30,100300
1981-204,Vina del Mar,Clay,32,A,19810126,31,100395
1981-206,Cairo,Clay,32,A,19810309,1,100282
1981-206,Cairo,Clay,32,A,19810309,2,100646
1981-206,Cairo,Clay,32,A,19810309,3,100443
1981-206,Cairo,Clay,32,A,19810309,4,100468
1981-206,Cairo,Clay,32,A,19810309,5,100233
1981-206,Cairo,Clay,32,A,19810309,6,100358
1981-206,Cairo,Clay,32,A,19810309,7,100598
1981-206,Cairo,Clay,32,A,19810309,8,100148
1981-206,Cairo,Clay,32,A,19810309,9,100543
1981-206,Cairo,Clay,32,A,19810309,10,100640
1981-206,Cairo,Clay,32,A,19810309,11,107649
1981-206,Cairo,Clay,32,A,19810309,12,100297
1981-206,Cairo,Clay,32,A,19810309,13,100337
1981-206,Cairo,Clay,32,A,19810309,14,100394
1981-206,Cairo,Clay,32,A,19810309,15,100481
1981-206,Cairo,Clay,32,A,19810309,16,100332
1981-206,Cairo,Clay,32,A,19810309,17,100282
1981-206,Cairo,Clay,32,A,19810309,18,100443
1981-206,Cairo,Clay,32,A,19810309,19,100233
1981-206,Cairo,Clay,32,A,19810309,20,100148
1981-206,Cairo,Clay,32,A,19810309,21,100543
1981-206,Cairo,Clay,32,A,19810309,22,100297
1981-206,Cairo,Clay,32,A,19810309,23,100394
1981-206,Cairo,Clay,32,A,19810309,24,100332
1981-206,Cairo,Clay,32,A,19810309,25,100282
1981-206,Cairo,Clay,32,A,19810309,26,100233
1981-206,Cairo,Clay,32,A,19810309,27,100543
1981-206,Cairo,Clay,32,A,19810309,28,100332
1981-206,Cairo,Clay,32,A,19810309,29,100282
1981-206,Cairo,Clay,32,A,19810309,30,100543
1981-206,Cairo,Clay,32,A,19810309,31,100282
1981-237,Guaruja,Hard,32,A,19810119,270,100589
1981-237,Guaruja,Hard,32,A,19810119,271,100640
1981-237,Guaruja,Hard,32,A,19810119,272,100315
1981-237,Guaruja,Hard,32,A,19810119,273,100119
1981-237,Guaruja,Hard,32,A,19810119,274,100346
1981-237,Guaruja,Hard,32,A,19810119,275,100394
1981-237,Guaruja,Hard,32,A,19810119,276,100274
1981-237,Guaruja,Hard,32,A,19810119,277,100336
1981-237,Guaruja,Hard,32,A,19810119,278,100221
1981-237,Guaruja,Hard,32,A,19810119,279,100233
1981-237,Guaruja,Hard,32,A,19810119,280,100430
1981-237,Guaruja,Hard,32,A,19810119,281,100228
1981-237,Guaruja,Hard,32,A,19810119,282,100395
1981-237,Guaruja,Hard,32,A,19810119,283,100319
1981-237,Guaruja,Hard,32,A,19810119,284,100452
