tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id
1982-201,Guaruja,Clay,32,A,19820118,1,100309
1982-201,Guaruja,Clay,32,A,19820118,2,100701
1982-201,Guaruja,Clay,32,A,19820118,3,100782
1982-201,Guaruja,Clay,32,A,19820118,4,100585
1982-201,Guaruja,Clay,32,A,19820118,5,100099
1982-201,Guaruja,Clay,32,A,19820118,6,100393
1982-201,Guaruja,Clay,32,A,19820118,7,100646
1982-201,Guaruja,Clay,32,A,19820118,8,100273
1982-201,Guaruja,Clay,32,A,19820118,9,100203
1982-201,Guaruja,Clay,32,A,19820118,10,100789
1982-201,Guaruja,Clay,32,A,19820118,11,100398
1982-201,Guaruja,Clay,32,A,19820118,12,100174
1982-201,Guaruja,Clay,32,A,19820118,13,100640
1982-201,Guaruja,Clay,32,A,19820118,14,100661
1982-201,Guaruja,Clay,32,A,19820118,15,100609
1982-201,Guaruja,Clay,32,A,19820118,16,100221
1982-201,Guaruja,Clay,32,A,19820118,17,100309
1982-201,Guaruja,Clay,32,A,19820118,18,100585
1982-201,Guaruja,Clay,32,A,19820118,19,100393
1982-201,Guaruja,Clay,32,A,19820118,20,100646
1982-201,Guaruja,Clay,32,A,19820118,21,100203
1982-201,Guaruja,Clay,32,A,19820118,22,100174
1982-201,Guaruja,Clay,32,A,19820118,23,100640
1982-201,Guaruja,Clay,32,A,19820118,24,100221
1982-201,Guaruja,Clay,32,A,19820118,25,100585
1982-201,Guaruja,Clay,32,A,19820118,26,100646
1982-201,Guaruja,Clay,32,A,19820118,27,100203
1982-201,Guaruja,Clay,32,A,19820118,28,100221
1982-201,Guaruja,Clay,32,A,19820118,29,100585
1982-201,Guaruja,Clay,32,A,19820118,30,100221
1982-201,Guaruja,Clay,32,A,19820118,31,100585
1982-204,Vina del Mar,Clay,32,A,19820125,1,100309
1982-204,Vina del Mar,Clay,32,A,19820125,2,100799
1982-204,Vina del Mar,Clay,32,A,19820125,3,100228
1982-204,Vina del Mar,Clay,32,A,19820125,4,100233
1982-204,Vina del Mar,Clay,32,A,19820125,5,100174
1982-204,Vina del Mar,Clay,32,A,19820125,6,100115
1982-204,Vina del Mar,Clay,32,A,19820125,7,100609
1982-204,Vina del Mar,Clay,32,A,19820125,8,100307
1982-204,Vina del Mar,Clay,32,A,19820125,9,100486
1982-204,Vina del Mar,Clay,32,A,19820125,10,100518
1982-204,Vina del Mar,Clay,32,A,19820125,11,100259
1982-204,Vina del Mar,Clay,32,A,19820125,12,100646
1982-204,Vina del Mar,Clay,32,A,19820125,13,100782
1982-204,Vina del Mar,Clay,32,A,19820125,14,100200
1982-204,Vina del Mar,Clay,32,A,19820125,15,100336
1982-204,Vina del Mar,Clay,32,A,19820125,16,100711
1982-204,Vina del Mar,Clay,32,A,19820125,17,100309
1982-204,Vina del Mar,Clay,32,A,19820125,18,100228
1982-204,Vina del Mar,Clay,32,A,19820125,19,100115
1982-204,Vina del Mar,Clay,32,A,19820125,20,100609
1982-204,Vina del Mar,Clay,32,A,19820125,21,100486
1982-204,Vina del Mar,Clay,32,A,19820125,22,100259
1982-204,Vina del Mar,Clay,32,A,19820125,23,100782
1982-204,Vina del Mar,Clay,32,A,19820125,24,100711
1982-204,Vina del Mar,Clay,32,A,19820125,25,100309
1982-204,Vina del Mar,Clay,32,A,19820125,26,100609
1982-204,Vina del Mar,Clay,32,A,19820125,27,100259
1982-204,Vina del Mar,Clay,32,A,19820125,28,100711
1982-204,Vina del Mar,Clay,32,A,19820125,29,100309
1982-204,Vina del Mar,Clay,32,A,19820125,30,100711
1982-204,Vina del Mar,Clay,32,A,19820125,31,100711
1982-206,Cairo,Clay,32,A,19820222,1,100553
1982-206,Cairo,Clay,32,A,19820222,2,100729
1982-206,Cairo,Clay,32,A,19820222,3,100715
1982-206,Cairo,Clay,32,A,19820222,4,100160
1982-206,Cairo,Clay,32,A,19820222,5,100536
1982-206,Cairo,Clay,32,A,19820222,6,100551
1982-206,Cairo,Clay,32,A,19820222,7,100148
1982-206,Cairo,Clay,32,A,19820222,8,100498
1982-206,Cairo,Clay,32,A,19820222,9,100368
1982-206,Cairo,Clay,32,A,19820222,10,100259
1982-206,Cairo,Clay,32,A,19820222,11,100640
1982-206,Cairo,Clay,32,A,19820222,12,100314
1982-206,Cairo,Clay,32,A,19820222,13,100646
1982-206,Cairo,Clay,32,A,19820222,14,100540
1982-206,Cairo,Clay,32,A,19820222,15,100472
1982-206,Cairo,Clay,32,A,19820222,16,100609
1982-206,Cairo,Clay,32,A,19820222,17,100553
1982-206,Cairo,Clay,32,A,19820222,18,100160
1982-206,Cairo,Clay,32,A,19820222,19,100551
1982-206,Cairo,Clay,32,A,19820222,20,100498
1982-206,Cairo,Clay,32,A,19820222,21,100259
1982-206,Cairo,Clay,32,A,19820222,22,100314
1982-206,Cairo,Clay,32,A,19820222,23,100646
1982-206,Cairo,Clay,32,A,19820222,24,100609
1982-206,Cairo,Clay,32,A,19820222,25,100160
1982-206,Cairo,Clay,32,A,19820222,26,100551
1982-206,Cairo,Clay,32,A,19820222,27,100314
1982-206,Cairo,Clay,32,A,19820222,28,100646
1982-206,Cairo,Clay,32,A,19820222,29,100551
1982-206,Cairo,Clay,32,A,19820222,30,100646
1982-206,Cairo,Clay,32,A,19820222,31,100551
1982-237,Sao Paulo,Clay,32,A,19821115,1,100555
1982-237,Sao Paulo,Clay,32,A,19821115,2,100848
1982-237,Sao Paulo,Clay,32,A,19821115,3,100398
1982-237,Sao Paulo,Clay,32,A,19821115,4,100417
1982-237,Sao Paulo,Clay,32,A,19821115,5,100653
1982-237,Sao Paulo,Clay,32,A,19821115,6,100652
1982-237,Sao Paulo,Clay,32,A,19821115,7,100599
1982-237,Sao Paulo,Clay,32,A,19821115,8,100661
1982-237,Sao Paulo,Clay,32,A,19821115,9,100393
1982-237,Sao Paulo,Clay,32,A,19821115,10,100240
1982-237,Sao Paulo,Clay,32,A,19821115,11,100719
1982-237,Sao Paulo,Clay,32,A,19821115,12,109771
1982-237,Sao Paulo,Clay,32,A,19821115,13,100782
1982-237,Sao Paulo,Clay,32,A,19821115,14,100221
1982-237,Sao Paulo,Clay,32,A,19821115,15,100453
1982-237,Sao Paulo,Clay,32,A,19821115,16,100300
1982-237,Sao Paulo,Clay,32,A,19821115,17,100555
1982-237,Sao Paulo,Clay,32,A,19821115,18,100417
1982-237,Sao Paulo,Clay,32,A,19821115,19,100653
1982-237,Sao Paulo,Clay,32,A,19821115,20,100599
1982-237,Sao Paulo,Clay,32,A,19821115,21,100393
1982-237,Sao Paulo,Clay,32,A,19821115,22,109771
1982-237,Sao Paulo,Clay,32,A,19821115,23,100221
1982-237,Sao Paulo,Clay,32,A,19821115,24,100300
1982-237,Sao Paulo,Clay,32,A,19821115,25,100555
1982-237,Sao Paulo,Clay,32,A,19821115,26,100653
1982-237,Sao Paulo,Clay,32,A,19821115,27,100393
1982-237,Sao Paulo,Clay,32,A,19821115,28,100221
1982-237,Sao Paulo,Clay,32,A,19821115,29,100555
1982-237,Sao Paulo,Clay,32,A,19821115,30,100393
1982-237,Sao Paulo,Clay,32,A,19821115,31,100555
1982-301,Auckland,Hard,32,A,19820111,1,100474
1982-301,Auckland,Hard,32,A,19820111,2,100573
1982-301,Auckland,Hard,32,A,19820111,3,100772
1982-301,Auckland,Hard,32,A,19820111,4,100326
1982-301,Auckland,Hard,32,A,19820111,5,100430
1982-301,Auckland,Hard,32,A,19820111,6,100475
1982-301,Auckland,Hard,32,A,19820111,7,100564
1982-301,Auckland,Hard,32,A,19820111,8,100592
1982-301,Auckland,Hard,32,A,19820111,9,100570
1982-301,Auckland,Hard,32,A,19820111,10,100499
1982-301,Auckland,Hard,32,A,19820111,11,100790
1982-301,Auckland,Hard,32,A,19820111,12,100565
1982-301,Auckland,Hard,32,A,19820111,13,100359
1982-301,Auckland,Hard,32,A,19820111,14,100489
1982-301,Auckland,Hard,32,A,19820111,15,100522
1982-301,Auckland,Hard,32,A,19820111,16,100631
1982-301,Auckland,Hard,32,A,19820111,17,100474
1982-301,Auckland,Hard,32,A,19820111,18,100326
1982-301,Auckland,Hard,32,A,19820111,19,100475
1982-301,Auckland,Hard,32,A,19820111,20,100592
1982-301,Auckland,Hard,32,A,19820111,21,100499
1982-301,Auckland,Hard,32,A,19820111,22,100565
1982-301,Auckland,Hard,32,A,19820111,23,100489
1982-301,Auckland,Hard,32,A,19820111,24,100631
1982-301,Auckland,Hard,32,A,19820111,25,100326
1982-301,Auckland,Hard,32,A,19820111,26,100592
1982-301,Auckland,Hard,32,A,19820111,27,100499
1982-301,Auckland,Hard,32,A,19820111,28,100631
1982-301,Auckland,Hard,32,A,19820111,29,100326
1982-301,Auckland,Hard,32,A,19820111,30,100631
1982-301,Auckland,Hard,32,A,19820111,31,100631
1982-303,Buenos Aires,Clay,32,A,19820201,1,100282
1982-303,Buenos Aires,Clay,32,A,19820201,2,100336
1982-303,Buenos Aires,Clay,32,A,19820201,3,100200
1982-303,Buenos Aires,Clay,32,A,19820201,4,100609
1982-303,Buenos Aires,Clay,32,A,19820201,5,107049
1982-303,Buenos Aires,Clay,32,A,19820201,6,100730
1982-303,Buenos Aires,Clay,32,A,19820201,7,100228
1982-303,Buenos Aires,Clay,32,A,19820201,8,100800
1982-303,Buenos Aires,Clay,32,A,19820201,9,100782
1982-303,Buenos Aires,Clay,32,A,19820201,10,100367
1982-303,Buenos Aires,Clay,32,A,19820201,11,100651
1982-303,Buenos Aires,Clay,32,A,19820201,12,100174
1982-303,Buenos Aires,Clay,32,A,19820201,13,100307
1982-303,Buenos Aires,Clay,32,A,19820201,14,100762
1982-303,Buenos Aires,Clay,32,A,19820201,15,100259
1982-303,Buenos Aires,Clay,32,A,19820201,16,100395
